,Application ID,No of times 90 DPD or worse in last 6 months,No of times 60 DPD or worse in last 6 months,No of times 30 DPD or worse in last 6 months,No of times 90 DPD or worse in last 12 months,No of times 60 DPD or worse in last 12 months,No of times 30 DPD or worse in last 12 months,Avgas CC Utilization in last 12 months,No of trades opened in last 6 months,No of trades opened in last 12 months,No of PL trades opened in last 6 months,No of PL trades opened in last 12 months,No of Inquiries in last 6 months (excluding home & auto loans),No of Inquiries in last 12 months (excluding home & auto loans),Presence of open home loan,Outstanding Balance,Total No of Trades,Presence of open auto loan
67861,624525519,1,2,3,2,3,4,71,1,3,1,2,1,4,0,460354,3,0
67862,544086819,2,4,5,3,5,5,77,4,9,3,4,3,5,0,752504,11,0
67863,833690057,2,3,3,3,4,4,67,2,7,1,3,1,4,0,553909,8,0
67864,912221901,2,4,4,4,6,5,40,2,8,1,5,4,6,0,962538,9,0
67865,620395706,2,3,4,3,5,6,34,4,11,3,6,0,1,0,1200347,12,0
67866,616194681,2,3,4,3,4,5,61,2,6,1,3,4,6,0,600180,7,0
67867,221385870,1,2,4,3,3,5,19,2,7,2,4,3,5,0,947128,9,1
67868,443013805,0,1,2,1,2,4,25,2,6,1,4,2,4,0,1111818,7,1
67869,943030913,0,1,2,2,3,2,62,2,7,1,3,3,6,0,569732,8,0
67870,605028264,2,2,3,3,3,3,23,3,6,2,3,2,3,0,587143,7,0
67871,686200093,0,1,2,1,2,3,26,4,7,2,2,2,4,0,414874,8,0
67872,614818069,1,2,2,3,2,2,90,2,6,1,4,3,6,0,814275,7,0
67873,731189825,1,2,2,1,3,3,13,1,6,0,3,2,6,0,559096,7,0
67874,898609462,1,3,4,2,4,6,38,2,6,2,3,1,2,1,3291168,7,0
67875,399101947,2,4,5,3,5,6,24,3,6,3,3,3,3,0,624911,7,0
67876,557353927,3,4,4,4,6,4,30,3,6,2,2,4,8,0,394391,7,0
67877,603279192,2,2,2,4,3,4,45,4,9,3,4,1,2,0,787922,10,0
67878,338495856,1,1,3,1,2,4,20,4,10,3,6,2,6,1,3871973,12,0
67879,531455592,1,2,2,1,2,2,29,2,5,2,3,3,5,0,542828,6,0
67880,51815739,0,2,3,1,3,4,49,3,8,2,4,1,2,0,721626,9,0
67881,723627329,2,3,4,4,3,5,42,4,11,2,6,2,2,0,1163005,12,0
67882,560533520,1,1,2,2,2,4,56,3,8,2,4,0,3,0,736075,9,0
67883,22278910,0,1,2,2,2,4,18,3,7,1,3,1,2,0,687131,8,0
67884,788348416,1,2,3,2,2,4,39,3,8,2,4,3,7,0,772077,10,0
67885,135605183,3,3,3,5,3,4,52,3,8,1,3,1,5,0,578167,9,0
67886,753066144,2,3,4,3,4,6,22,2,7,1,3,1,3,0,600708,8,0
67887,847501239,2,3,5,2,4,7,34,2,5,1,3,2,4,0,621491,6,0
67888,516094213,2,4,5,2,5,6,57,2,4,0,2,2,3,0,379904,5,0
67889,250937924,1,3,4,2,5,5,29,4,11,3,6,3,4,0,1094699,11,0
67890,334728302,1,2,3,3,2,4,18,3,9,2,5,3,5,0,980167,10,0
67891,488624904,2,3,5,3,4,6,44,2,5,1,3,3,5,0,574754,6,0
67892,600324721,1,1,2,2,2,4,73,2,4,1,1,4,6,0,188061,5,0
67893,887457465,1,1,2,2,2,2,23,3,9,2,5,0,1,0,953603,10,0
67894,56468613,2,3,3,3,4,4,87,1,7,1,4,2,6,0,773603,8,0
67895,261370159,1,2,3,1,3,4,53,1,4,1,2,3,5,1,3150619,5,0
67896,222510110,2,2,3,3,2,5,77,2,6,2,4,2,4,0,761581,7,0
67897,360469816,0,2,3,2,3,3,47,0,1,0,1,1,3,0,182427,2,0
67898,399928709,1,2,3,2,3,4,91,3,10,2,6,3,5,1,3848051,12,0
67899,159645065,1,1,2,1,3,3,46,4,13,4,8,0,4,0,1504347,13,0
67900,947373429,2,3,3,2,3,4,70,2,6,1,3,2,6,0,621011,7,0
67901,237885680,1,1,2,2,2,2,49,3,7,1,2,4,4,0,402114,8,0
67902,224805769,2,4,4,4,5,5,61,1,3,0,1,4,6,0,275668,4,0
67903,675585888,1,3,4,2,4,6,24,2,6,1,4,1,4,0,809875,7,0
67904,297352491,2,3,4,3,3,5,38,3,10,3,6,1,3,0,1087989,11,0
67905,636996187,1,3,4,2,4,4,79,6,12,4,6,2,4,1,3880942,13,0
67906,750322846,2,3,4,2,4,4,70,2,8,2,6,3,4,0,1151941,9,0
67907,66410913,0,2,3,0,3,4,29,5,13,3,6,2,5,0,1083155,15,0
67908,850035197,1,1,3,2,2,3,27,3,6,1,2,3,5,0,395022,7,0
67909,851556527,2,2,3,3,3,4,11,4,8,3,4,4,6,0,726468,8,0
67910,15521891,2,4,6,3,5,6,8,4,12,3,7,3,7,0,1282469,13,0
67911,140882642,1,2,3,3,4,4,29,3,8,3,4,2,4,0,768256,9,0
67912,975581553,1,2,3,1,4,4,51,3,7,2,3,0,2,0,590490,8,0
67913,760282786,2,4,4,2,5,4,84,3,9,3,5,3,5,0,1003390,10,0
67914,44321130,1,1,2,1,2,4,75,4,10,3,5,3,7,0,942009,10,0
67915,743736815,1,1,1,1,3,2,45,3,9,1,5,3,6,1,4001926,9,1
67916,72579354,2,3,4,2,5,5,84,2,4,1,2,4,4,0,463812,6,0
67917,906139894,2,4,5,3,5,5,17,2,10,2,6,2,3,0,1096005,10,0
67918,194074936,2,3,4,2,4,5,81,4,12,3,7,2,5,0,1325222,13,0
67919,292029238,1,2,3,1,3,4,88,4,11,4,7,4,6,0,1267431,12,0
67920,831245996,0,1,3,2,1,4,55,1,4,0,2,2,5,0,378012,4,0
67921,111961552,1,2,2,2,3,3,62,5,12,4,6,1,3,1,3866491,14,0
67922,604160118,2,4,4,4,5,5,78,4,10,3,5,2,4,0,911507,11,0
67923,27451684,2,4,5,3,5,6,49,4,10,3,5,0,1,0,972229,11,0
67924,153961952,3,3,3,4,4,4,45,5,12,4,7,1,3,0,1322910,12,0
67925,544845735,2,3,4,2,4,5,56,1,3,0,1,3,7,0,256929,4,0
67926,43611920,1,2,3,1,3,3,29,4,12,4,7,1,2,0,1294873,13,0
67927,887746339,1,3,3,3,4,4,60,4,9,3,4,1,2,0,727938,11,0
67928,626211652,2,4,5,3,6,5,11,2,6,1,2,1,3,0,453594,7,0
67929,706833153,1,2,2,3,2,2,59,2,6,1,2,1,2,0,448719,7,0
67930,914327808,1,3,3,2,5,4,62,5,11,4,5,4,6,0,911146,12,0
67931,981607055,2,4,5,2,5,6,69,5,10,4,5,1,4,1,3654945,10,0
67932,221337341,2,4,5,2,5,6,55,3,9,2,5,3,5,0,904107,11,0
67933,750242364,0,0,0,1,2,1,79,2,6,1,3,0,2,0,650746,8,0
67934,927447969,0,2,3,1,4,4,60,4,10,3,4,3,6,1,3472261,10,0
67935,725946695,2,3,4,3,4,5,25,5,11,4,5,2,5,0,919462,12,0
67936,828048046,2,3,3,4,3,3,56,4,8,3,4,1,4,0,721557,9,0
67937,507847323,1,1,2,2,2,2,43,4,11,3,7,1,1,0,1277454,12,0
67938,842901447,1,2,3,3,2,3,76,2,5,0,2,2,3,0,410713,5,0
67939,221278869,0,1,2,1,2,2,70,3,9,3,4,0,3,0,781193,10,0
67940,719642799,2,2,4,4,2,5,25,1,3,1,2,0,3,1,3082238,4,0
67941,926445508,1,1,2,1,2,3,56,1,2,1,1,0,2,0,189143,3,0
67942,232859915,1,2,3,2,4,4,49,4,11,3,5,3,5,0,906433,12,0
67943,490706039,1,3,3,2,4,5,68,4,10,3,4,1,3,0,856885,11,0
67944,923150605,1,3,3,2,4,4,51,4,12,4,6,2,6,0,1083016,13,0
67945,926454922,1,2,3,2,4,4,89,2,9,2,6,0,2,0,1079997,10,0
67946,168413064,1,2,2,2,3,2,46,4,10,3,5,3,5,0,998720,11,0
67947,210463649,2,4,5,3,5,6,61,4,11,3,6,4,7,0,1092772,11,0
67948,823636265,2,4,6,3,6,6,22,5,9,3,4,1,5,0,807970,9,0
67949,507046066,1,3,3,1,3,4,56,1,5,1,3,0,4,1,3310502,6,0
67950,678545895,1,1,1,1,2,2,64,3,7,2,4,3,5,0,782446,7,0
67951,690271793,2,4,5,3,6,6,36,2,5,2,3,2,6,0,547263,6,0
67952,681596352,2,3,3,3,5,3,21,2,6,2,4,2,3,0,746693,8,0
67953,744140647,1,2,3,2,2,5,35,4,12,4,6,3,5,0,1189872,13,0
67954,94040037,1,3,4,2,4,5,51,3,9,3,5,2,6,0,917691,11,0
67955,135808731,2,4,5,2,5,7,72,3,8,2,5,2,3,0,905041,10,0
67956,443938932,1,3,4,1,5,6,44,4,8,2,4,2,4,0,729664,9,0
67957,336568316,2,4,5,2,6,6,46,4,10,3,5,3,3,0,954348,11,0
67958,247275531,0,2,2,1,2,2,57,2,8,2,5,3,4,0,905173,8,0
67959,96222519,2,3,4,4,4,6,58,2,5,1,2,2,3,0,430093,7,0
67960,827679737,2,3,5,3,4,6,57,1,5,1,4,2,5,0,1010477,7,1
67961,231221245,1,2,4,2,3,5,37,3,11,3,6,1,3,1,3788235,12,0
67962,499493216,1,3,4,2,4,6,31,4,7,3,3,2,3,0,617294,8,0
67963,751977648,2,3,3,2,5,4,80,3,9,2,5,1,4,0,1316119,10,1
67964,762424716,3,5,5,4,6,6,44,3,8,2,4,3,4,0,862567,9,0
67965,288783016,2,2,3,3,2,4,64,3,9,3,5,1,2,0,970585,10,0
67966,687042366,1,3,4,1,5,5,85,4,8,3,4,0,4,1,3613620,9,0
67967,179948070,0,2,2,1,3,4,35,4,11,3,6,0,3,0,1084075,11,0
67968,916939135,1,2,4,2,2,6,87,2,5,1,2,2,5,0,368795,5,0
67969,675673021,1,1,2,2,2,3,65,3,9,3,5,2,4,0,923574,10,0
67970,305935963,1,1,2,2,2,3,35,0,2,0,1,4,7,1,2897061,2,0
67971,338687371,1,2,4,2,4,5,37,0,3,0,2,1,2,0,418302,4,0
67972,884533380,0,0,2,1,1,3,54,2,5,2,2,3,4,0,413473,6,0
67973,266423567,2,2,4,2,3,5,72,1,4,1,3,1,3,0,560249,5,0
67974,212297537,1,1,1,2,2,1,20,3,6,2,3,2,3,0,893761,6,1
67975,68760158,3,5,7,4,5,8,50,4,9,3,4,0,2,0,798372,9,0
67976,35730529,1,2,3,1,3,4,43,3,9,2,5,3,4,0,909658,10,0
67977,249540216,0,0,0,1,1,1,73,3,10,3,6,3,3,0,1092127,12,0
67978,888226918,1,1,2,2,3,3,61,5,11,3,6,0,2,0,1126352,12,0
67979,824608603,1,3,4,3,4,6,77,2,5,1,2,1,3,0,401858,5,0
67980,464050286,2,3,4,3,5,4,17,1,3,0,1,2,3,0,191723,4,0
67981,555813189,2,3,3,3,5,3,51,3,9,2,5,2,3,0,903356,10,0
67982,880183338,1,3,4,1,4,6,25,2,5,1,2,1,3,0,380138,7,0
67983,862758979,2,4,5,4,5,6,33,3,9,1,5,3,6,0,1092249,9,1
67984,515389543,1,2,2,1,2,3,28,1,6,1,4,4,5,0,804676,6,0
67985,406408745,1,1,2,1,2,3,44,6,13,4,6,3,4,0,1117513,15,0
67986,645146630,2,3,4,3,3,5,7,1,4,1,2,2,4,0,479310,6,0
67987,85383015,2,4,5,2,4,6,27,4,12,3,7,2,6,0,1325095,12,0
67988,256177343,2,2,3,4,2,5,45,3,7,2,3,2,2,0,546555,8,0
67989,650634015,1,3,3,2,4,3,88,2,8,2,5,0,2,0,965854,8,0
67990,469097243,1,2,3,2,3,4,47,4,9,3,4,1,1,1,3466132,11,0
67991,682963878,2,3,3,3,4,4,48,2,5,1,2,2,4,0,408349,6,0
67992,197138084,2,4,6,3,5,7,46,4,9,2,5,3,5,0,919583,9,0
67993,9045032,1,2,3,2,3,4,8,4,11,3,6,4,6,0,1175057,12,0
67994,108257217,0,0,1,1,1,1,49,1,3,0,2,3,5,1,3111481,4,0
67995,895421857,1,2,3,2,2,5,23,2,7,1,3,3,6,0,553211,8,0
67996,626022842,1,1,2,2,2,4,61,3,8,2,5,1,3,0,1037951,8,0
67997,995619381,2,3,4,2,5,5,63,2,6,2,4,3,6,0,724607,7,0
67998,890342286,2,3,4,3,5,4,35,2,7,2,3,3,5,0,543031,7,0
67999,677597690,3,4,6,4,5,7,74,3,11,3,7,3,4,0,1311404,12,1
68000,995114127,1,3,4,1,3,5,87,4,9,3,5,1,3,1,3615668,10,0
68001,548562432,1,2,2,3,4,3,59,3,8,2,4,2,4,0,855414,8,0
68002,622418866,3,4,5,4,4,5,35,3,10,2,5,4,7,0,1004104,10,0
68003,179536440,2,3,4,4,3,6,55,6,12,4,5,2,4,1,3621399,12,0
68004,867827473,1,2,3,2,3,4,34,4,10,4,5,1,3,0,916436,10,0
68005,254186678,1,3,4,3,5,5,68,3,9,2,5,3,5,0,1005617,10,0
68006,843964355,2,4,5,3,6,6,60,2,5,1,3,1,2,0,693233,6,1
68007,662575690,2,2,4,2,4,5,91,2,5,1,3,3,6,0,544221,6,0
68008,624477385,1,1,2,2,2,3,69,4,8,2,3,1,2,0,622032,9,0
68009,350782198,1,2,3,3,3,4,56,5,12,4,7,2,3,0,1408609,12,0
68010,144660114,2,4,5,3,4,6,34,0,1,0,1,3,5,0,255454,2,0
68011,380474189,1,3,3,2,4,5,80,2,4,1,1,2,2,0,243511,5,0
68012,473058469,1,2,4,2,2,4,65,2,6,1,2,1,4,0,395997,7,0
68013,313595135,0,1,2,2,2,2,40,2,6,1,3,3,4,0,557897,6,0
68014,910423672,3,4,5,5,5,6,63,3,7,2,4,0,2,0,767038,7,0
68015,33243621,1,1,2,2,2,3,1,1,3,1,1,1,4,0,215243,3,0
68016,775144344,2,3,4,4,5,5,57,3,8,2,4,3,5,0,794607,8,0
68017,599249895,2,4,5,2,4,6,35,4,10,3,5,1,5,0,937404,10,0
68018,326132192,3,5,5,4,5,6,68,3,8,3,4,4,4,0,780752,9,0
68019,850915739,2,4,5,3,5,6,97,5,11,4,5,2,6,0,1004284,12,0
68020,265846232,2,2,4,2,2,5,64,3,9,2,5,1,5,0,983085,10,0
68021,690970252,2,2,2,2,2,3,54,3,8,2,5,4,7,0,928463,10,0
68022,459138075,3,4,6,3,6,7,47,2,7,1,3,2,2,0,596478,7,0
68023,995181746,2,3,4,3,3,5,52,2,8,1,4,4,6,0,749880,9,0
68024,167194349,1,2,3,3,3,5,58,4,9,2,3,2,5,0,581293,10,0
68025,765711967,1,2,2,2,2,3,53,5,13,4,7,1,5,1,3960415,14,0
68026,375581656,1,3,5,1,4,6,65,4,9,3,5,2,3,0,913018,10,0
68027,281872805,1,2,2,2,3,3,23,5,13,4,6,0,4,0,1186927,13,0
68028,643822829,2,3,4,3,4,5,12,5,12,3,6,3,7,0,1125051,13,0
68029,47085220,2,2,2,3,2,3,56,5,13,4,7,0,3,0,1336006,13,0
68030,430337787,1,2,3,2,3,4,8,3,8,2,4,3,6,0,784363,10,0
68031,625765741,2,3,5,3,5,6,49,4,7,3,3,2,4,0,586793,8,0
68032,835946945,0,1,2,1,1,3,58,1,4,0,2,2,2,0,412781,5,0
68033,854006892,1,2,3,2,4,4,68,2,8,1,4,2,5,0,725036,8,0
68034,750043406,0,1,2,1,1,3,51,2,6,1,3,2,3,0,575906,8,0
68035,560538416,2,4,4,3,5,5,80,2,5,1,2,1,2,1,3105735,5,0
68036,88427538,3,3,4,5,4,5,82,2,6,2,4,1,2,0,747129,8,0
68037,929313598,1,3,4,2,3,5,59,3,10,2,6,2,5,0,1151716,10,0
68038,627869087,2,4,6,2,4,6,51,3,9,2,6,2,5,0,1144183,11,0
68039,48256106,3,4,4,3,5,5,42,2,7,2,3,4,7,0,575758,7,0
68040,609541399,1,3,4,1,4,5,31,2,6,1,2,1,4,0,414487,7,0
68041,134367153,1,2,3,1,4,4,44,2,7,1,4,4,7,1,3446053,8,0
68042,105361564,1,2,2,1,3,3,35,5,13,4,7,1,3,0,1310753,14,0
68043,852875477,2,3,5,4,4,5,74,4,9,3,4,3,3,0,1016748,10,1
68044,206050552,1,2,4,2,2,4,33,3,7,2,4,3,4,0,759570,8,0
68045,63395701,2,3,4,2,4,5,62,4,8,3,3,2,5,0,562746,9,0
68046,687481252,2,2,2,4,3,2,29,3,8,2,4,2,6,0,862019,8,0
68047,369524666,1,2,3,2,3,4,74,0,4,0,3,3,6,0,587698,5,0
68048,307197237,1,3,3,2,3,3,49,1,4,0,2,2,4,0,395618,5,0
68049,42273734,3,4,5,3,6,6,38,3,5,1,1,3,5,1,2895159,6,0
68050,79426881,2,2,3,3,3,4,52,4,9,2,4,3,5,0,720037,9,0
68051,575303732,2,3,3,3,3,4,67,4,10,3,5,0,4,0,981272,11,0
68052,454488903,2,3,3,4,4,3,61,4,8,3,3,0,3,0,638601,9,0
68053,650600639,1,2,3,2,4,4,35,3,7,2,3,0,2,0,549103,8,0
68054,138705324,0,2,3,1,3,4,75,5,11,3,5,4,5,1,3700548,13,0
68055,792670104,1,2,2,2,3,4,23,3,10,2,6,1,4,1,3910021,11,0
68056,841263894,0,0,0,2,0,1,59,2,6,1,3,2,2,0,680113,7,1
68057,541337678,2,3,3,3,4,4,56,1,5,1,3,3,5,0,553857,6,0
68058,410105452,2,4,4,3,5,5,45,2,8,2,5,3,5,0,1023213,9,1
68059,485639676,0,1,1,1,2,2,18,4,13,4,8,2,5,0,1465374,15,0
68060,530279248,2,2,3,3,3,5,90,3,9,2,5,1,3,0,928271,10,0
68061,352702818,1,2,4,2,4,5,50,4,7,2,2,1,4,0,459892,9,0
68062,985846342,1,1,2,1,1,4,77,2,4,1,1,3,4,1,3005375,5,0
68063,349232538,1,1,2,2,2,3,57,3,9,2,5,2,3,0,984325,10,0
68064,986650949,0,1,2,1,2,2,60,2,4,1,2,0,3,0,369335,6,0
68065,131006749,1,1,2,2,1,3,94,3,7,1,3,2,3,0,577695,8,0
68066,529278860,2,4,5,2,4,6,29,3,9,1,4,2,4,0,761339,11,0
68067,857941641,0,0,2,1,1,3,40,4,10,3,4,2,4,1,3465562,10,0
68068,702189679,1,2,3,1,4,4,67,4,11,3,5,4,5,1,3643804,13,0
68069,970142384,0,2,2,0,3,3,58,1,3,0,2,4,6,0,435573,4,0
68070,561131048,2,4,6,3,5,7,58,4,10,3,6,1,3,1,3804906,11,0
68071,89206215,2,2,2,2,3,3,29,5,11,4,5,2,2,0,952583,12,0
68072,384298731,2,3,4,2,3,5,57,2,5,2,3,0,2,0,569247,6,0
68073,73733152,0,1,1,1,1,3,58,1,4,1,2,2,5,0,388929,4,0
68074,205638546,1,2,2,1,3,4,43,2,7,1,3,1,2,0,653848,8,0
68075,153617001,0,1,3,0,2,3,9,4,9,2,4,4,7,0,749614,10,0
68076,461931646,3,5,6,4,6,7,31,4,9,3,3,2,4,0,945506,11,1
68077,176127976,2,2,2,3,3,2,15,4,9,2,4,2,5,0,784339,10,0
68078,233532562,2,2,3,4,3,4,38,3,10,3,6,2,4,0,1135219,11,1
68079,777814276,2,3,4,2,5,5,52,2,5,1,3,3,3,1,3339139,6,0
68080,485134752,3,3,4,4,4,4,33,1,3,1,2,2,4,0,451970,5,0
68081,710385402,3,5,6,4,6,6,42,6,14,4,6,3,4,0,1216600,16,0
68082,82537702,2,3,3,2,4,4,15,4,10,3,5,2,4,1,3616172,10,0
68083,106125550,0,1,1,0,2,2,62,3,9,2,5,2,5,0,923861,9,0
68084,625202686,2,3,4,3,4,5,49,4,10,3,5,2,5,0,948088,10,0
68085,678083292,0,1,1,2,3,3,66,0,2,0,1,1,3,0,181213,3,0
68086,249063424,2,3,4,3,3,6,61,5,13,4,6,1,4,0,1150750,14,0
68087,310942364,1,1,2,2,2,3,91,4,9,3,4,4,8,0,817215,10,0
68088,507471422,2,3,5,3,4,6,27,5,11,4,5,2,3,0,954073,11,0
68089,38560592,2,2,2,3,3,2,35,5,10,3,5,2,5,0,934030,12,0
68090,421275197,2,2,2,2,3,2,26,4,10,3,5,3,4,0,966096,11,0
68091,528090574,1,1,3,2,2,3,13,4,11,3,6,4,8,0,1088573,11,0
68092,679161006,0,0,1,0,2,1,54,2,7,1,4,3,6,1,3464826,9,0
68093,148139817,0,0,1,1,1,2,31,4,11,3,6,1,3,0,1170803,12,0
68094,516696599,1,2,2,2,2,2,47,3,4,1,1,1,4,0,213955,5,0
68095,976004343,2,3,4,4,5,5,45,4,7,3,3,2,3,0,562917,7,0
68096,988851863,1,2,4,2,2,4,64,5,11,4,5,4,5,0,925148,12,0
68097,725018135,1,2,3,1,2,3,50,4,9,2,4,2,6,0,733930,11,0
68098,250224853,2,4,4,3,5,5,42,4,8,2,4,2,4,0,857212,10,0
68099,455031292,1,1,2,3,2,3,75,2,2,0,0,1,4,1,2764820,3,0
68100,492297002,1,1,2,3,2,3,66,5,12,4,7,4,7,0,1260938,13,0
68101,252823138,2,4,6,4,6,6,57,5,12,3,5,2,5,1,3700319,13,0
68102,456714712,1,1,2,2,2,3,61,4,10,3,6,2,4,0,1094470,11,0
68103,865607404,1,3,4,2,4,5,85,3,10,2,6,2,4,0,1121250,11,0
68104,508756291,2,3,4,2,4,6,46,3,9,2,4,1,3,0,813804,11,0
68105,759741791,2,4,5,3,6,6,45,2,4,1,2,1,3,0,418133,5,0
68106,342010304,1,3,5,1,4,7,60,4,10,4,5,0,1,0,977833,11,0
68107,14799364,0,2,4,1,3,6,78,4,9,3,3,2,5,0,544272,10,0
68108,901558283,1,1,1,3,2,2,42,3,8,2,4,1,1,1,3484593,9,0
68109,756037700,0,1,2,1,1,2,20,1,4,0,2,3,6,0,367648,4,0
68110,692602320,0,2,4,1,3,4,33,4,10,2,5,2,2,0,959587,11,0
68111,167769624,0,0,1,0,1,2,55,3,7,2,4,2,5,0,732202,9,0
68112,147790458,3,5,7,5,6,7,70,5,13,4,7,4,5,0,1409477,14,0
68113,16789307,2,4,5,4,6,5,54,2,6,1,2,2,2,0,393584,6,0
68114,766031916,0,2,3,1,3,4,61,4,8,2,3,2,2,1,3357247,9,0
68115,62886404,0,0,1,2,1,2,36,3,8,2,5,2,4,0,946549,9,0
68116,810831939,1,3,4,2,4,4,51,3,8,1,4,2,3,1,3498388,9,0
68117,659525432,2,4,5,3,6,5,38,1,7,1,4,3,6,0,824595,8,0
68118,828828089,1,2,3,2,3,4,48,1,6,1,4,2,2,0,768984,7,0
68119,448606545,2,2,3,2,3,4,38,3,6,1,3,0,2,0,601497,6,0
68120,192245481,3,5,6,4,6,8,36,3,6,2,3,1,5,0,549260,7,0
68121,393599677,2,3,3,3,3,5,76,4,11,2,5,2,2,0,923464,12,0
68122,90766562,2,2,2,4,4,3,36,4,9,3,4,2,5,0,723571,9,0
68123,618784626,1,2,3,1,4,4,44,4,8,3,4,4,6,0,764019,9,0
68124,902830155,1,1,2,3,2,2,30,4,9,3,4,2,4,0,764817,9,0
68125,429109651,2,2,3,3,3,5,34,4,9,3,4,1,2,0,855787,9,0
68126,705189563,1,1,2,1,1,3,85,2,9,1,5,3,7,0,913229,9,0
68127,590821404,1,2,3,1,3,5,75,1,4,1,2,2,4,0,383122,5,0
68128,15626866,1,2,2,2,3,2,34,5,12,3,6,1,4,0,1158506,13,0
68129,157002145,2,3,3,2,5,3,98,3,10,3,5,2,6,0,1024554,11,0
68130,551573689,2,4,6,2,4,6,61,4,10,4,4,3,6,0,732471,10,0
68131,839200444,1,2,3,2,4,4,77,4,9,3,4,0,1,1,3485157,10,0
68132,659284486,2,3,5,4,3,7,52,4,10,3,5,3,4,0,1013738,11,0
68133,20627053,2,3,4,3,4,4,70,2,4,1,2,3,4,0,404412,5,0
68134,409736773,1,2,3,3,3,5,73,5,12,4,7,4,6,0,1322704,13,1
68135,379653040,0,2,3,1,3,3,90,5,10,3,4,1,3,0,826723,11,0
68136,427124808,1,3,4,1,3,5,61,4,12,3,7,2,5,0,1355155,13,0
68137,526489109,1,2,3,2,4,4,45,3,6,2,2,3,5,0,415859,7,0
68138,699192524,2,2,3,3,4,4,60,3,8,2,4,2,5,0,829949,9,0
68139,556567539,2,3,4,3,3,5,58,2,8,1,5,1,3,0,1005042,9,0
68140,160351081,2,4,5,3,5,7,88,4,10,2,5,3,5,0,936290,12,0
68141,140136272,1,3,3,2,4,5,32,2,5,2,3,4,5,0,578476,6,0
68142,976214756,2,3,4,3,4,5,43,1,3,1,2,0,1,0,377188,5,0
68143,261455889,2,2,3,2,3,4,66,3,8,3,4,1,5,1,3440412,8,0
68144,943093305,1,3,4,3,3,5,51,3,5,1,1,4,5,0,210775,6,0
68145,690069119,1,2,2,1,3,3,44,4,10,3,5,2,2,0,1007724,11,0
68146,189176156,2,4,4,3,5,5,72,5,13,4,7,4,8,0,1274968,14,0
68147,443474308,3,5,6,4,6,7,30,1,2,0,0,2,4,0,76906,3,0
68148,355311381,2,4,5,2,6,6,45,1,6,0,4,1,4,0,788037,6,0
68149,620444690,2,4,6,2,4,7,66,4,8,3,3,2,2,0,681781,9,0
68150,27481145,2,4,5,3,5,5,28,4,11,4,6,0,3,0,1150495,12,0
68151,830970031,2,2,3,4,3,4,63,3,6,1,3,2,4,0,673230,7,0
68152,176127107,2,4,5,2,4,7,59,4,8,3,4,2,3,0,769206,9,0
68153,502037329,3,4,5,3,5,7,33,2,6,1,3,3,6,0,691441,6,0
68154,673936899,0,1,2,2,2,4,81,2,6,2,4,0,2,0,737676,7,0
68155,947262454,1,3,4,2,5,5,73,2,8,2,5,4,5,0,1029925,10,0
68156,530599141,2,3,3,3,4,3,34,3,6,2,3,2,4,0,551472,8,0
68157,215420577,3,3,4,3,4,6,21,3,8,2,4,2,5,1,3420788,10,0
68158,247671520,2,3,4,3,4,6,36,2,8,2,5,3,7,0,932466,9,0
68159,520466293,1,1,2,2,2,3,42,5,12,4,7,2,4,1,4369976,14,1
68160,191569647,2,3,5,4,5,6,43,2,8,2,4,1,2,0,756613,9,0
68161,441030423,2,4,5,2,4,6,50,3,8,2,4,1,5,0,731142,9,0
68162,379192107,1,3,4,2,4,6,33,1,3,0,2,1,2,0,415524,4,0
68163,801691188,3,4,4,4,5,5,38,5,11,4,5,1,3,0,908673,12,0
68164,889038916,2,3,4,3,5,4,57,1,4,0,2,0,1,0,379990,5,0
68165,219096417,1,2,3,2,4,3,51,5,14,4,8,1,4,0,1438613,14,0
68166,733928109,3,4,5,5,5,6,74,2,8,2,5,2,2,1,3722764,10,0
68167,994933646,1,2,3,2,4,4,26,3,9,2,4,2,5,0,726710,11,0
68168,448328095,0,1,2,1,3,3,13,4,12,4,7,3,6,1,4020795,12,0
68169,824925033,2,2,2,2,3,3,47,2,4,0,1,2,5,0,335672,5,0
68170,764038149,1,3,4,2,3,5,41,0,3,0,2,1,3,0,493770,3,0
68171,265672727,1,2,3,1,3,5,50,3,9,3,6,1,3,0,1258214,10,1
68172,623426685,2,3,3,2,4,4,52,4,9,2,5,0,3,0,947132,11,0
68173,7691035,2,3,4,3,3,5,54,3,9,3,4,3,4,1,3462255,10,0
68174,421086462,3,5,6,3,6,7,3,1,4,0,2,3,6,0,420103,5,0
68175,141423919,2,3,4,3,3,5,41,2,6,2,3,1,3,1,3379793,7,0
68176,143824429,0,2,2,1,4,3,43,4,11,3,6,3,5,0,1082693,13,0
68177,621074654,2,3,4,3,4,5,15,2,7,2,4,1,5,0,725310,8,0
68178,107414662,1,1,2,1,1,4,46,5,13,4,8,2,5,0,1450380,14,0
68179,867914528,1,3,4,2,4,6,50,3,10,2,6,3,5,0,1141220,11,0
68180,48511144,1,3,4,1,4,6,19,3,9,2,5,0,3,0,931527,10,0
68181,146409650,0,0,1,0,0,2,76,4,10,3,6,3,5,0,1521981,11,1
68182,542091881,2,4,4,4,4,4,95,3,9,2,5,1,4,0,993757,9,0
68183,11768942,2,3,4,3,4,5,84,3,7,2,3,2,4,0,612850,7,0
68184,487748889,2,3,4,4,4,6,57,1,3,1,2,4,7,0,453237,4,0
