activity_year,lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co_applicant_credit_score_type,applicant_ethnicity_1
2020,549300FGXN1K3HLB1R50,41140,MO,29021,29021002700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,31,1,2,2,2,145000,95,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,87,20%-<30%,1,10,3
2020,549300FGXN1K3HLB1R50,41180,MO,29183,29183311154,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,31,1,2,2,2,225000,NA,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,142,NA,9,9,2
2020,549300FGXN1K3HLB1R50,41180,MO,29183,29183312192,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,31,1,2,2,2,225000,77.05,2.99,0.103,2,3810.49,NA,2143.8,893.8,,360,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,90,20%-<30%,2,9,2
2020,549300FGXN1K3HLB1R50,41180,MO,29189,29189220442,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,2,32,1,2,2,2,105000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,93,NA,9,9,3
2020,549300FGXN1K3HLB1R50,41180,MO,29183,29183311103,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,31,1,2,2,2,515000,74.51,2.875,-0.134,2,1261.79,NA,0,,,360,NA,NA,2,2,2,2,685000,1,1,3,5,1,NA,181,20%-<30%,1,9,2
2020,549300FGXN1K3HLB1R50,41180,MO,29510,29510124200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,31,1,2,2,2,105000,71.7,2.99,0.784,2,3537.18,NA,2460.05,1210.05,,180,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,115,<20%,1,9,3
2020,549300FGXN1K3HLB1R50,41180,MO,29510,29510115700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,2,0,2,1,31,1,2,2,2,115000,76.86,2.99,0.29,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,155000,1,1,3,5,2,NA,51,20%-<30%,3,10,2
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095013502,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,31,1,2,2,2,125000,60,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,44,37,3,10,3
2020,549300FGXN1K3HLB1R50,41180,MO,29189,29189217000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Sex Not Available,1,1,2,1,31,1,2,2,2,145000,69.95,2.875,0.542,2,4819.4,NA,3221.75,1971.75,,240,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,46,44,3,9,2
2020,549300FGXN1K3HLB1R50,16020,MO,29031,29031880500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,3,2,1,31,1,2,2,2,415000,75,2.99,0.213,2,5050.13,NA,3851.56,2601.56,,360,NA,NA,2,2,2,2,555000,1,1,3,5,1,NA,198,20%-<30%,3,10,2
2020,549300FGXN1K3HLB1R50,99999,MO,29213,29213480402,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,3,2,1,31,1,2,2,2,125000,72.45,2.99,0.274,2,4106.56,NA,2513.24,1361.25,,360,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,69,38,1,9,3
2020,549300FGXN1K3HLB1R50,41180,MO,29189,29189210923,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,32,1,2,2,2,75000,75.34,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,105000,1,1,3,5,1,NA,0,<20%,2,10,3
2020,549300FGXN1K3HLB1R50,41180,MO,29189,29189212600,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,2,1,1,2,2,2,115000,96.5,3.25,1.517,2,7594.39,NA,3987.35,3829.35,,360,NA,NA,2,2,2,2,125000,1,1,3,5,1,NA,114,30%-<36%,3,9,2
2020,549300FGXN1K3HLB1R50,41180,MO,29189,29189215004,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,2,31,1,2,2,2,215000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,305000,1,1,3,5,1,NA,NA,NA,3,10,2
2020,549300FGXN1K3HLB1R50,41180,MO,29510,29510102200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,1,2,1,31,1,2,2,2,235000,52.22,2.375,-0.186,2,2380.64,NA,1250,,,180,NA,NA,2,2,2,2,455000,1,1,3,5,1,NA,122,20%-<30%,2,9,3
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095008600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,31,1,2,2,2,205000,59.02,2.99,-0.033,2,3295.68,NA,2192.93,942.93,,360,NA,NA,2,2,2,2,355000,1,1,3,5,1,NA,67,20%-<30%,3,10,3
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095013408,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,31,1,2,2,2,155000,68,2.99,0.182,2,4804.76,NA,3698,2448,,324,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,67,37,3,9,2
2020,549300FGXN1K3HLB1R50,99999,MO,29029,29029950400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,85000,90,3.625,1.147,3,4773.47,NA,3270.75,2220.75,,360,NA,NA,2,2,2,2,95000,1,2,3,5,1,NA,28,42,2,10,2
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095007400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,32,1,2,2,2,265000,59.19,1.99,-0.239,2,8040.31,NA,6910.96,5660.96,,180,NA,NA,2,2,2,2,455000,1,1,3,5,1,NA,95,30%-<36%,3,10,2
2020,549300FGXN1K3HLB1R50,99999,MO,29129,29129470200,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,2,3,31,1,2,2,2,205000,NA,2.25,-0.533,2,2632.78,NA,1021.69,,,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,NA,NA,2,10,3
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095014004,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,2,3,31,1,2,2,2,205000,NA,2.25,-0.802,2,2540.86,NA,965.97,,,360,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,NA,NA,2,10,3
2020,549300FGXN1K3HLB1R50,99999,MO,29141,29141470500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,31,1,2,2,2,155000,52.75,2.625,-0.157,2,6741.55,NA,5643.12,4946.19,,360,NA,NA,2,2,2,2,305000,1,1,3,5,1,NA,967,<20%,1,9,2
2020,549300FGXN1K3HLB1R50,41180,MO,29510,29510125500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,1,2,2,2,55000,90,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,55000,1,1,3,5,1,NA,87,20%-<30%,1,10,2
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095014005,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,2,0,2,1,31,1,2,2,2,85000,43.96,2.99,0.488,3,NA,NA,NA,NA,NA,120,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,77,30%-<36%,3,10,2
2020,549300FGXN1K3HLB1R50,99999,MO,29009,29009960100,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,3,1,1,2,2,2,315000,100,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,305000,1,1,3,5,1,NA,68,>60%,3,10,3
2020,549300FGXN1K3HLB1R50,41140,MO,29021,29021001600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,31,1,2,2,2,75000,75.49,3.125,1.01,2,3476.65,NA,1923.75,673.75,,180,NA,NA,2,2,2,2,105000,1,1,3,5,1,NA,94,20%-<30%,3,9,2
2020,549300FGXN1K3HLB1R50,41180,MO,29189,29189218201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,2,0,2,1,31,1,2,2,2,365000,85,2.99,0.002,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,435000,1,1,3,5,1,NA,203,30%-<36%,1,10,2
2020,549300FGXN1K3HLB1R50,41180,MO,29183,29183310801,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Black or African American,Joint,1,2,2,3,31,1,2,2,2,195000,NA,2.25,-0.635,2,1871.13,NA,1306.09,,,360,NA,NA,2,2,2,2,395000,1,1,3,5,1,NA,NA,NA,2,9,3
2020,549300FGXN1K3HLB1R50,44180,MO,29077,29077004002,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,3,2,1,31,1,2,2,2,285000,71.13,2.75,0.357,2,4537.16,NA,3384.13,2134.13,,240,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,127,20%-<30%,2,9,3
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095013208,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,2,2,32,1,2,2,2,125000,75,2.75,1.341,2,6874.62,NA,3510.38,3510.38,,180,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,44,39,2,10,3
2020,549300FGXN1K3HLB1R50,27620,MO,29051,29051010900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,155000,95,2.99,0.415,2,3906.97,NA,2033.75,783.75,,360,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,43,30%-<36%,1,10,2
2020,549300FGXN1K3HLB1R50,28140,MO,29047,29047021307,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Sex Not Available,1,3,2,1,31,1,2,2,2,265000,68.68,2.75,-0.066,2,6317.12,NA,5165,3915,,360,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,226,<20%,3,9,2
2020,549300FGXN1K3HLB1R50,28140,MO,29047,29047021004,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,32,1,2,2,2,75000,64.1,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,115000,1,1,3,5,1,NA,32,48,3,10,2
2020,549300FGXN1K3HLB1R50,44180,MO,29043,29043020500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,1,2,1,1,2,2,2,285000,96.5,3.375,1.346,2,10288.34,NA,3164,1404.1,,360,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,77,38,1,9,2
2020,549300FGXN1K3HLB1R50,41180,MO,29113,29113810301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,3,2,1,31,1,2,2,2,115000,79.88,2.5,-0.385,2,4216.28,NA,2697.88,1447.88,,144,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,50,37,2,10,3
2020,549300FGXN1K3HLB1R50,99999,MO,29215,29215480400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,31,1,2,2,2,115000,76.66,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,51,>60%,2,10,2
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095013916,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,3,2,1,31,1,2,2,2,145000,72.33,2.99,-0.085,2,2680.82,NA,1606.25,356.25,,144,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,73,30%-<36%,2,10,3
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095007100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,31,1,2,2,2,245000,87.66,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,183,20%-<30%,3,10,2
2020,549300FGXN1K3HLB1R50,99999,MO,29217,29217950400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,1,1,2,2,2,75000,96.5,3.375,1.917,2,4919.7,NA,2062.86,1944.11,,360,NA,NA,2,2,2,2,75000,1,1,3,5,1,NA,61,<20%,2,10,2
2020,549300FGXN1K3HLB1R50,44180,MO,29077,29077000600,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,1,1,2,2,2,95000,96.5,3.49,1.66,2,6561.88,NA,3598.52,2681.77,,360,NA,NA,2,2,2,2,95000,1,1,3,5,1,NA,29,36,2,10,2
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095017300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,3,2,1,31,1,2,2,2,225000,85.46,2.875,0.083,2,3585.76,NA,3498.04,3498.04,,360,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,101,37,3,10,3
2020,549300FGXN1K3HLB1R50,28140,MO,29165,29165030103,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,1,1,2,2,2,175000,96.5,3.5,1.621,2,9420.97,NA,4781.64,3062.01,,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,35,41,2,10,2
2020,549300FGXN1K3HLB1R50,41180,MO,29189,29189218500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,32,1,2,2,2,325000,80,3.5,0.693,2,9552.85,NA,8455,,,360,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,81,30%-<36%,2,10,2
2020,549300FGXN1K3HLB1R50,99999,MO,29213,29213480302,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Female,3,0,2,1,1,1,2,2,2,175000,71.72,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,245000,1,2,3,5,1,NA,93,42,2,9,3
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095009000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,1,1,2,2,2,105000,80,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,28,>60%,3,10,2
2020,549300FGXN1K3HLB1R50,28140,MO,29165,29165030306,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,4,0,2,1,2,1,2,2,2,185000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,3,3,5,1,NA,126,NA,9,9,2
2020,549300FGXN1K3HLB1R50,99999,MO,29169,29169470500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,3,2,1,32,1,2,2,2,95000,45,2.75,0.742,2,4768.92,NA,3077,1827,,180,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,34,44,1,10,3
2020,549300FGXN1K3HLB1R50,41180,MO,29099,29099700504,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,3,2,1,32,1,2,2,2,245000,80,2.5,0.232,2,7379.96,NA,6300,6300,,180,NA,NA,2,2,2,2,305000,1,1,3,5,1,NA,88,40,2,9,3
2020,549300FGXN1K3HLB1R50,28140,MO,29047,29047021404,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,31,1,2,2,2,355000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,156,NA,9,9,2
2020,549300FGXN1K3HLB1R50,44180,MO,29077,29077005200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,32,1,2,2,2,225000,49.67,2.5,-0.476,2,4890.52,NA,3764.67,2514.67,,132,NA,NA,2,2,2,2,455000,1,1,3,5,1,NA,146,20%-<30%,3,9,2
2020,549300FGXN1K3HLB1R50,28140,MO,29165,29165030401,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,31,1,2,2,2,235000,75.58,2.625,0.163,2,2364.72,NA,1250,,,180,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,180,20%-<30%,3,10,3
2020,549300FGXN1K3HLB1R50,41180,MO,29189,29189219900,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,3,0,2,2,1,1,2,2,2,165000,96.5,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,19,>60%,1,9,2
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095012000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,31,1,2,2,2,95000,46.21,2.75,0.084,2,4191.69,NA,2636.35,1386.35,,120,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,137,<20%,3,9,2
2020,549300FGXN1K3HLB1R50,99999,MO,29169,29169470400,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,3,31,1,2,2,2,225000,NA,2.49,-0.395,2,2392.67,NA,1459.22,,,360,NA,NA,2,2,2,2,235000,1,1,3,5,1,NA,NA,NA,1,9,2
2020,549300FGXN1K3HLB1R50,41180,MO,29510,29510118600,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,3,31,1,2,2,2,235000,NA,2.25,-0.68,2,4634.16,NA,2565.96,297.53,,360,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,NA,NA,2,9,2
2020,549300FGXN1K3HLB1R50,16020,MO,29031,29031881500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,31,1,2,2,2,185000,67.22,2.5,0.19,2,2567.83,NA,1476.88,226.88,,180,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,125,36,1,10,2
2020,549300FGXN1K3HLB1R50,44180,MO,29077,29077002900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,31,1,2,2,2,105000,70.13,2.99,0.254,2,4363.04,NA,3301.4,2051.4,,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,36,39,1,10,2
2020,549300FGXN1K3HLB1R50,41140,MO,29021,29021001000,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,2,2,3,31,1,2,2,2,75000,NA,2.75,-0.034,2,2835.49,NA,1948.76,1264.78,,360,NA,NA,2,2,2,2,85000,1,1,3,5,1,NA,NA,NA,1,9,2
2020,549300FGXN1K3HLB1R50,99999,MO,29023,29023950600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,31,1,2,2,2,75000,71.05,3.125,1.401,2,4034.58,NA,3204.01,1954.01,,180,NA,NA,2,2,2,2,105000,1,1,3,5,1,NA,45,30%-<36%,1,10,3
2020,549300FGXN1K3HLB1R50,99999,MO,29213,29213480105,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,32,1,2,2,2,95000,71.69,2.75,0.959,2,4918.18,NA,2997.5,1747.5,,156,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,47,38,2,9,2
2020,549300FGXN1K3HLB1R50,27900,MO,29097,29097012200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,2,31,1,2,2,2,145000,56.6,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,33,50%-60%,2,10,2
2020,549300FGXN1K3HLB1R50,17860,MO,29019,29019001103,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,3,2,1,31,1,2,2,2,165000,47.14,3.125,0.162,2,2334.02,NA,1250,,,360,NA,NA,2,2,2,2,355000,1,1,3,5,1,NA,87,<20%,1,10,3
2020,549300FGXN1K3HLB1R50,28140,MO,29177,29177080200,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,2,0,2,3,31,1,2,2,2,205000,NA,2.625,-0.416,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,NA,NA,3,9,3
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095017700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,3,2,1,32,1,2,2,2,115000,47.23,3.375,1.361,2,3287.87,NA,2221.25,971.25,,180,NA,NA,2,2,2,2,235000,1,1,3,5,1,NA,99,<20%,2,10,3
2020,549300FGXN1K3HLB1R50,41180,MO,29189,29189219300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2 or more minority races,Male,1,3,2,1,31,1,2,2,2,365000,63.69,1.99,-0.219,2,9285.29,NA,8116.72,6866.72,,180,NA,NA,2,2,2,2,575000,1,1,3,5,1,NA,99,43,3,10,2
2020,549300FGXN1K3HLB1R50,99999,MO,29067,29067950100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,32,1,2,2,2,205000,72.08,2.99,0.113,2,6044.65,NA,5389.71,5389.71,,360,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,44,37,2,9,2
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095010103,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,1,1,1,1,2,2,2,165000,97,3.5,0.804,2,5176.57,NA,3663.85,2413.85,,360,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,50,38,2,10,2
2020,549300FGXN1K3HLB1R50,44180,MO,29077,29077004201,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,2,1,1,2,2,2,95000,67.86,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,60,50%-60%,3,10,2
2020,549300FGXN1K3HLB1R50,27900,MO,29097,29097011300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,31,1,2,2,2,75000,75.42,3.125,0.932,2,3363.7,NA,1832.68,582.68,,180,NA,NA,2,2,2,2,105000,1,1,3,5,1,NA,56,<20%,2,10,2
2020,549300FGXN1K3HLB1R50,41180,MO,29183,29183312097,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,32,1,2,2,2,295000,73.61,2.99,0.202,2,7275.52,NA,5645,4395,,360,NA,NA,2,2,2,2,395000,1,1,3,5,1,NA,95,30%-<36%,2,10,2
2020,549300FGXN1K3HLB1R50,99999,MO,29223,29223690100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,31,1,2,2,2,175000,87.9,2.99,0.241,2,4136.82,NA,2530.36,1280.36,,360,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,58,30%-<36%,1,10,2
2020,549300FGXN1K3HLB1R50,28140,MO,29037,29037060001,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,32,1,2,2,2,185000,80,2.99,0.347,2,7355.9,NA,5715,4465,,360,NA,NA,2,2,2,2,235000,1,1,3,5,1,NA,78,40,2,9,2
2020,549300FGXN1K3HLB1R50,41180,MO,29189,29189217852,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,31,1,2,2,2,335000,68.91,2.99,0.457,2,3270.05,NA,2095.98,845.98,,240,NA,NA,2,2,2,2,495000,1,1,3,5,1,NA,148,20%-<30%,3,9,2
2020,549300FGXN1K3HLB1R50,28140,MO,29049,29049960200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,31,1,2,2,2,125000,62.68,2.99,0.429,2,5408.69,NA,3820,2570,,360,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,38,20%-<30%,1,10,2
2020,549300FGXN1K3HLB1R50,44180,MO,29077,29077004103,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,3,2,1,31,1,2,2,2,165000,80.9,2.875,0.385,2,2363.19,NA,1250,,,240,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,105,<20%,1,9,3
2020,549300FGXN1K3HLB1R50,28140,MO,29165,29165030600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,1,31,1,2,2,2,215000,NA,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,143,NA,9,9,3
